"AGE","GEO","TIME","SEX","UNIT","Value"
"Total","Latvia","1988","Males","Number","1.224.775"
"Total","Latvia","1988","Females","Number","1.416.322"
"Total","Latvia","1989","Total","Number","2.665.770"
"Total","Latvia","1989","Males","Number","1.238.355"
"Total","Latvia","1989","Females","Number","1.427.415"
"Total","Latvia","1990","Total","Number","2.668.140"
"Total","Latvia","1990","Males","Number","1.240.531"
"Total","Latvia","1990","Females","Number","1.427.609"
"Total","Latvia","1991","Total","Number","2.658.161"
"Total","Latvia","1991","Males","Number","1.236.456"
"Total","Latvia","1991","Females","Number","1.421.705"
"Total","Latvia","1992","Total","Number","2.643.000"
"Total","Latvia","1992","Males","Number","1.228.610"
"Total","Latvia","1992","Females","Number","1.414.390"
"Total","Latvia","1993","Total","Number","2.585.675"
"Total","Latvia","1993","Males","Number","1.198.734"
"Total","Latvia","1993","Females","Number","1.386.941"
"Total","Latvia","1994","Total","Number","2.540.904"
"Total","Latvia","1994","Males","Number","1.175.502"
"Total","Latvia","1994","Females","Number","1.365.402"
"Total","Latvia","1995","Total","Number","2.500.580"
"Total","Latvia","1995","Males","Number","1.154.321"
"Total","Latvia","1995","Females","Number","1.346.259"
"Total","Latvia","1996","Total","Number","2.469.531"
"Total","Latvia","1996","Males","Number","1.138.797"
"Total","Latvia","1996","Females","Number","1.330.734"
"Total","Latvia","1997","Total","Number","2.444.912"
"Total","Latvia","1997","Males","Number","1.126.801"
"Total","Latvia","1997","Females","Number","1.318.111"
"Total","Latvia","1998","Total","Number","2.420.789"
"Total","Latvia","1998","Males","Number","1.115.483"
"Total","Latvia","1998","Females","Number","1.305.306"
"Total","Latvia","1999","Total","Number","2.399.248"
"Total","Latvia","1999","Males","Number","1.105.438"
"Total","Latvia","1999","Females","Number","1.293.810"
"Total","Latvia","2000","Total","Number","2.381.715"
"Total","Latvia","2000","Males","Number","1.096.888"
"Total","Latvia","2000","Females","Number","1.284.827"
"Total","Latvia","2001","Total","Number","2.353.384"
"Total","Latvia","2001","Males","Number","1.082.964"
"Total","Latvia","2001","Females","Number","1.270.420"
"Total","Latvia","2002","Total","Number","2.320.956"
"Total","Latvia","2002","Males","Number","1.066.248"
"Total","Latvia","2002","Females","Number","1.254.708"
"Total","Latvia","2003","Total","Number","2.299.390"
"Total","Latvia","2003","Males","Number","1.054.827"
"Total","Latvia","2003","Females","Number","1.244.563"
"Total","Latvia","2004","Total","Number","2.276.520"
"Total","Latvia","2004","Males","Number","1.044.465"
"Total","Latvia","2004","Females","Number","1.232.055"
"Total","Latvia","2005","Total","Number","2.249.724"
"Total","Latvia","2005","Males","Number","1.032.109"
"Total","Latvia","2005","Females","Number","1.217.615"
"Total","Latvia","2006","Total","Number","2.227.874"
"Total","Latvia","2006","Males","Number","1.022.058"
"Total","Latvia","2006","Females","Number","1.205.816"
"Total","Latvia","2007","Total","Number","2.208.840"
"Total","Latvia","2007","Males","Number","1.013.791"
"Total","Latvia","2007","Females","Number","1.195.049"
"Total","Latvia","2008","Total","Number","2.191.810"
"Total","Latvia","2008","Males","Number","1.007.041"
"Total","Latvia","2008","Females","Number","1.184.769"
"Total","Latvia","2009","Total","Number","2.162.834"
"Total","Latvia","2009","Males","Number","992.648"
"Total","Latvia","2009","Females","Number","1.170.186"
"Total","Latvia","2010","Total","Number","2.120.504"
"Total","Latvia","2010","Males","Number","970.931"
"Total","Latvia","2010","Females","Number","1.149.573"
"Total","Latvia","2011","Total","Number","2.074.605"
"Total","Latvia","2011","Males","Number","947.939"
"Total","Latvia","2011","Females","Number","1.126.666"
"Total","Latvia","2012","Total","Number","2.044.813"
"Total","Latvia","2012","Males","Number","934.812"
"Total","Latvia","2012","Females","Number","1.110.001"
"Total","Latvia","2013","Total","Number","2.023.825"
"Total","Latvia","2013","Males","Number","926.580"
"Total","Latvia","2013","Females","Number","1.097.245"
"Total","Latvia","2014","Total","Number","2.001.468"
"Total","Latvia","2014","Males","Number","917.045"
"Total","Latvia","2014","Females","Number","1.084.423"
"Total","Latvia","2015","Total","Number","1.986.096"
"Total","Latvia","2015","Males","Number","911.207"
"Total","Latvia","2015","Females","Number","1.074.889"
"Total","Latvia","2016","Total","Number","1.968.957"
"Total","Latvia","2016","Males","Number","904.299"
"Total","Latvia","2016","Females","Number","1.064.658"
"Total","Latvia","2017","Total","Number","1.950.116"
"Total","Latvia","2017","Males","Number","895.683"
"Total","Latvia","2017","Females","Number","1.054.433"
"Total","Latvia","2018","Total","Number","1.934.379"
"Total","Latvia","2018","Males","Number","889.641"
"Total","Latvia","2018","Females","Number","1.044.738"
"Total","Lithuania","1960","Total","Number","2.755.600"
"Total","Lithuania","1960","Males","Number",":"
"Total","Lithuania","1960","Females","Number",":"
"Total","Lithuania","1961","Total","Number","2.801.500"
"Total","Lithuania","1961","Males","Number",":"
"Total","Lithuania","1961","Females","Number",":"
"Total","Lithuania","1962","Total","Number","2.845.600"
"Total","Lithuania","1962","Males","Number",":"
"Total","Lithuania","1962","Females","Number",":"
"Total","Lithuania","1963","Total","Number","2.881.100"
"Total","Lithuania","1963","Males","Number",":"
"Total","Lithuania","1963","Females","Number",":"
"Total","Lithuania","1964","Total","Number","2.916.800"
"Total","Lithuania","1964","Males","Number",":"
"Total","Lithuania","1964","Females","Number",":"
"Total","Lithuania","1965","Total","Number","2.953.600"
"Total","Lithuania","1965","Males","Number",":"
"Total","Lithuania","1965","Females","Number",":"
"Total","Lithuania","1966","Total","Number","2.989.300"
"Total","Lithuania","1966","Males","Number",":"
"Total","Lithuania","1966","Females","Number",":"
"Total","Lithuania","1967","Total","Number","3.026.800"
"Total","Lithuania","1967","Males","Number",":"
"Total","Lithuania","1967","Females","Number",":"
"Total","Lithuania","1968","Total","Number","3.062.000"
"Total","Lithuania","1968","Males","Number",":"
"Total","Lithuania","1968","Females","Number",":"
"Total","Lithuania","1969","Total","Number","3.095.700"
"Total","Lithuania","1969","Males","Number",":"
"Total","Lithuania","1969","Females","Number",":"
"Total","Lithuania","1970","Total","Number","3.118.941"
"Total","Lithuania","1970","Males","Number","1.462.850"
"Total","Lithuania","1970","Females","Number","1.656.091"
"Total","Lithuania","1971","Total","Number","3.160.437"
"Total","Lithuania","1971","Males","Number","1.483.801"
"Total","Lithuania","1971","Females","Number","1.676.636"
"Total","Lithuania","1972","Total","Number","3.197.645"
"Total","Lithuania","1972","Males","Number","1.502.895"
"Total","Lithuania","1972","Females","Number","1.694.750"
"Total","Lithuania","1973","Total","Number","3.229.598"
"Total","Lithuania","1973","Males","Number","1.518.957"
"Total","Lithuania","1973","Females","Number","1.710.641"
"Total","Lithuania","1974","Total","Number","3.259.277"
"Total","Lithuania","1974","Males","Number","1.534.024"
"Total","Lithuania","1974","Females","Number","1.725.253"
"Total","Lithuania","1975","Total","Number","3.288.510"
"Total","Lithuania","1975","Males","Number","1.548.511"
"Total","Lithuania","1975","Females","Number","1.739.999"
"Total","Lithuania","1976","Total","Number","3.314.794"
"Total","Lithuania","1976","Males","Number","1.561.638"
"Total","Lithuania","1976","Females","Number","1.753.156"
"Total","Lithuania","1977","Total","Number","3.342.533"
"Total","Lithuania","1977","Males","Number","1.575.488"
"Total","Lithuania","1977","Females","Number","1.767.045"
"Total","Lithuania","1978","Total","Number","3.367.538"
"Total","Lithuania","1978","Males","Number","1.587.965"
"Total","Lithuania","1978","Females","Number","1.779.573"
"Total","Lithuania","1979","Total","Number","3.391.490"
"Total","Lithuania","1979","Males","Number","1.599.439"
"Total","Lithuania","1979","Females","Number","1.792.051"
"Total","Lithuania","1980","Total","Number","3.404.194"
"Total","Lithuania","1980","Males","Number","1.602.266"
"Total","Lithuania","1980","Females","Number","1.801.928"
"Total","Lithuania","1981","Total","Number","3.422.210"
"Total","Lithuania","1981","Males","Number","1.610.255"
"Total","Lithuania","1981","Females","Number","1.811.955"
"Total","Lithuania","1982","Total","Number","3.443.684"
"Total","Lithuania","1982","Males","Number","1.620.424"
"Total","Lithuania","1982","Females","Number","1.823.260"
"Total","Lithuania","1983","Total","Number","3.470.673"
"Total","Lithuania","1983","Males","Number","1.633.248"
"Total","Lithuania","1983","Females","Number","1.837.425"
"Total","Lithuania","1984","Total","Number","3.499.711"
"Total","Lithuania","1984","Males","Number","1.647.224"
"Total","Lithuania","1984","Females","Number","1.852.487"
"Total","Lithuania","1985","Total","Number","3.528.698"
"Total","Lithuania","1985","Males","Number","1.662.031"
"Total","Lithuania","1985","Females","Number","1.866.667"
"Total","Lithuania","1986","Total","Number","3.560.388"
"Total","Lithuania","1986","Males","Number","1.678.007"
"Total","Lithuania","1986","Females","Number","1.882.381"
"Total","Lithuania","1987","Total","Number","3.597.439"
"Total","Lithuania","1987","Males","Number","1.697.006"
"Total","Lithuania","1987","Females","Number","1.900.433"
"Total","Lithuania","1988","Total","Number","3.635.295"
"Total","Lithuania","1988","Males","Number","1.717.881"
"Total","Lithuania","1988","Females","Number","1.917.414"
"Total","Lithuania","1989","Total","Number","3.674.802"
"Total","Lithuania","1989","Males","Number","1.738.953"
"Total","Lithuania","1989","Females","Number","1.935.849"
"Total","Lithuania","1990","Total","Number","3.693.708"
"Total","Lithuania","1990","Males","Number","1.747.473"
"Total","Lithuania","1990","Females","Number","1.946.235"
"Total","Lithuania","1991","Total","Number","3.701.968"
"Total","Lithuania","1991","Males","Number","1.750.976"
"Total","Lithuania","1991","Females","Number","1.950.992"
"Total","Lithuania","1992","Total","Number","3.706.299"
"Total","Lithuania","1992","Males","Number","1.752.762"
"Total","Lithuania","1992","Females","Number","1.953.537"
"Total","Lithuania","1993","Total","Number","3.693.929"
"Total","Lithuania","1993","Males","Number","1.746.005"
"Total","Lithuania","1993","Females","Number","1.947.924"
"Total","Lithuania","1994","Total","Number","3.671.296"
"Total","Lithuania","1994","Males","Number","1.733.372"
"Total","Lithuania","1994","Females","Number","1.937.924"
"Total","Lithuania","1995","Total","Number","3.642.991"
"Total","Lithuania","1995","Males","Number","1.717.208"
"Total","Lithuania","1995","Females","Number","1.925.783"
"Total","Lithuania","1996","Total","Number","3.615.212"
"Total","Lithuania","1996","Males","Number","1.701.565"
"Total","Lithuania","1996","Females","Number","1.913.647"
"Total","Lithuania","1997","Total","Number","3.588.013"
"Total","Lithuania","1997","Males","Number","1.685.841"
"Total","Lithuania","1997","Females","Number","1.902.172"
"Total","Lithuania","1998","Total","Number","3.562.261"
"Total","Lithuania","1998","Males","Number","1.671.654"
"Total","Lithuania","1998","Females","Number","1.890.607"
"Total","Lithuania","1999","Total","Number","3.536.401"
"Total","Lithuania","1999","Males","Number","1.657.561"
"Total","Lithuania","1999","Females","Number","1.878.840"
"Total","Lithuania","2000","Total","Number","3.512.074"
"Total","Lithuania","2000","Males","Number","1.644.301"
"Total","Lithuania","2000","Females","Number","1.867.773"
"Total","Lithuania","2001","Total","Number","3.486.998"
"Total","Lithuania","2001","Males","Number","1.630.930"
"Total","Lithuania","2001","Females","Number","1.856.068"
"Total","Lithuania","2002","Total","Number","3.454.637"
"Total","Lithuania","2002","Males","Number","1.613.554"
"Total","Lithuania","2002","Females","Number","1.841.083"
"Total","Lithuania","2003","Total","Number","3.431.497"
"Total","Lithuania","2003","Males","Number","1.601.098"
"Total","Lithuania","2003","Females","Number","1.830.399"
"Total","Lithuania","2004","Total","Number","3.398.929"
"Total","Lithuania","2004","Males","Number","1.584.018"
"Total","Lithuania","2004","Females","Number","1.814.911"
"Total","Lithuania","2005","Total","Number","3.355.220"
"Total","Lithuania","2005","Males","Number","1.562.264"
"Total","Lithuania","2005","Females","Number","1.792.956"
"Total","Lithuania","2006","Total","Number","3.289.835"
"Total","Lithuania","2006","Males","Number","1.528.463"
"Total","Lithuania","2006","Females","Number","1.761.372"
"Total","Lithuania","2007","Total","Number","3.249.983"
"Total","Lithuania","2007","Males","Number","1.506.794"
"Total","Lithuania","2007","Females","Number","1.743.189"
"Total","Lithuania","2008","Total","Number","3.212.605"
"Total","Lithuania","2008","Males","Number","1.487.419"
"Total","Lithuania","2008","Females","Number","1.725.186"
"Total","Lithuania","2009","Total","Number","3.183.856"
"Total","Lithuania","2009","Males","Number","1.473.352"
"Total","Lithuania","2009","Females","Number","1.710.504"
"Total","Lithuania","2010","Total","Number","3.141.976"
"Total","Lithuania","2010","Males","Number","1.450.199"
"Total","Lithuania","2010","Females","Number","1.691.777"
"Total","Lithuania","2011","Total","Number","3.052.588"
"Total","Lithuania","2011","Males","Number","1.407.223"
"Total","Lithuania","2011","Females","Number","1.645.365"
"Total","Lithuania","2012","Total","Number","3.003.641"
"Total","Lithuania","2012","Males","Number","1.383.511"
"Total","Lithuania","2012","Females","Number","1.620.130"
"Total","Lithuania","2013","Total","Number","2.971.905"
"Total","Lithuania","2013","Males","Number","1.368.891"
"Total","Lithuania","2013","Females","Number","1.603.014"
"Total","Lithuania","2014","Total","Number","2.943.472"
"Total","Lithuania","2014","Males","Number","1.355.995"
"Total","Lithuania","2014","Females","Number","1.587.477"
"Total","Lithuania","2015","Total","Number","2.921.262"
"Total","Lithuania","2015","Males","Number","1.346.257"
"Total","Lithuania","2015","Females","Number","1.575.005"
"Total","Lithuania","2016","Total","Number","2.888.558"
"Total","Lithuania","2016","Males","Number","1.329.607"
"Total","Lithuania","2016","Females","Number","1.558.951"
"Total","Lithuania","2017","Total","Number","2.847.904"
