"UNIT","GEO","TIME","NA_ITEM","Value"
"Current prices, million euro","Iceland","2004","Gross domestic product at market prices","11.144,0"
"Current prices, million euro","Iceland","2005","Gross domestic product at market prices","13.535,5"
"Current prices, million euro","Iceland","2006","Gross domestic product at market prices","13.767,6"
"Current prices, million euro","Iceland","2007","Gross domestic product at market prices","15.726,8"
"Current prices, million euro","Iceland","2008","Gross domestic product at market prices","10.948,5"
"Current prices, million euro","Iceland","2009","Gross domestic product at market prices","9.426,4"
"Current prices, million euro","Iceland","2010","Gross domestic product at market prices","10.332,4"
"Current prices, million euro","Iceland","2011","Gross domestic product at market prices","10.889,0"
"Current prices, million euro","Iceland","2012","Gross domestic product at market prices","11.458,5"
"Current prices, million euro","Iceland","2013","Gross domestic product at market prices","12.064,1"
"Current prices, million euro","Iceland","2014","Gross domestic product at market prices","13.389,9"
"Current prices, million euro","Iceland","2015","Gross domestic product at market prices","15.679,8"
"Current prices, million euro","Iceland","2016","Gross domestic product at market prices","18.646,1"
"Current prices, million euro","Iceland","2017","Gross domestic product at market prices","21.677,2"
"Current prices, million euro","Iceland","2018","Gross domestic product at market prices","21.987,7"
"Current prices, million euro","Liechtenstein","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1995","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1996","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1997","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1998","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","1999","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2000","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2001","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2002","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2003","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2004","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2005","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2006","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2007","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2008","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2009","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2010","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2011","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2012","Gross domestic product at market prices",":"
"Current prices, million euro","Liechtenstein","2013","Gross domestic product at market prices","4.812,4"
"Current prices, million euro","Liechtenstein","2014","Gross domestic product at market prices","5.021,7"
"Current prices, million euro","Liechtenstein","2015","Gross domestic product at market prices","5.649,1"
"Current prices, million euro","Liechtenstein","2016","Gross domestic product at market prices","5.617,2"
"Current prices, million euro","Liechtenstein","2017","Gross domestic product at market prices","5.717,4"
"Current prices, million euro","Liechtenstein","2018","Gross domestic product at market prices",":"
"Current prices, million euro","Norway","1975","Gross domestic product at market prices","26.553,1"
"Current prices, million euro","Norway","1976","Gross domestic product at market prices","32.161,7"
"Current prices, million euro","Norway","1977","Gross domestic product at market prices","36.369,1"
"Current prices, million euro","Norway","1978","Gross domestic product at market prices","36.556,1"
"Current prices, million euro","Norway","1979","Gross domestic product at market prices","38.787,2"
"Current prices, million euro","Norway","1980","Gross domestic product at market prices","46.359,2"
"Current prices, million euro","Norway","1981","Gross domestic product at market prices","57.149,4"
"Current prices, million euro","Norway","1982","Gross domestic product at market prices","64.047,4"
"Current prices, million euro","Norway","1983","Gross domestic product at market prices","69.272,9"
"Current prices, million euro","Norway","1984","Gross domestic product at market prices","78.928,8"
"Current prices, million euro","Norway","1985","Gross domestic product at market prices","86.377,2"
"Current prices, million euro","Norway","1986","Gross domestic product at market prices","79.960,6"
"Current prices, million euro","Norway","1987","Gross domestic product at market prices","81.761,1"
"Current prices, million euro","Norway","1988","Gross domestic product at market prices","86.239,1"
"Current prices, million euro","Norway","1989","Gross domestic product at market prices","93.194,8"
"Current prices, million euro","Norway","1990","Gross domestic product at market prices","94.339,8"
"Current prices, million euro","Norway","1991","Gross domestic product at market prices","98.551,5"
"Current prices, million euro","Norway","1992","Gross domestic product at market prices","101.108,3"
"Current prices, million euro","Norway","1993","Gross domestic product at market prices","102.942,4"
"Current prices, million euro","Norway","1994","Gross domestic product at market prices","107.143,7"
"Current prices, million euro","Norway","1995","Gross domestic product at market prices","116.241,0"
"Current prices, million euro","Norway","1996","Gross domestic product at market prices","128.671,9"
"Current prices, million euro","Norway","1997","Gross domestic product at market prices","142.336,6"
"Current prices, million euro","Norway","1998","Gross domestic product at market prices","137.395,7"
"Current prices, million euro","Norway","1999","Gross domestic product at market prices","152.301,8"
"Current prices, million euro","Norway","2000","Gross domestic product at market prices","185.788,4"
"Current prices, million euro","Norway","2001","Gross domestic product at market prices","194.362,4"
"Current prices, million euro","Norway","2002","Gross domestic product at market prices","207.898,4"
"Current prices, million euro","Norway","2003","Gross domestic product at market prices","202.462,0"
"Current prices, million euro","Norway","2004","Gross domestic product at market prices","213.032,7"
"Current prices, million euro","Norway","2005","Gross domestic product at market prices","248.462,6"
"Current prices, million euro","Norway","2006","Gross domestic product at market prices","275.414,7"
"Current prices, million euro","Norway","2007","Gross domestic product at market prices","293.167,0"
"Current prices, million euro","Norway","2008","Gross domestic product at market prices","317.021,5"
"Current prices, million euro","Norway","2009","Gross domestic product at market prices","278.246,6"
"Current prices, million euro","Norway","2010","Gross domestic product at market prices","323.760,9"
"Current prices, million euro","Norway","2011","Gross domestic product at market prices","358.339,5"
"Current prices, million euro","Norway","2012","Gross domestic product at market prices","396.523,5"
"Current prices, million euro","Norway","2013","Gross domestic product at market prices","393.408,7"
"Current prices, million euro","Norway","2014","Gross domestic product at market prices","375.947,3"
"Current prices, million euro","Norway","2015","Gross domestic product at market prices","347.632,1"
"Current prices, million euro","Norway","2016","Gross domestic product at market prices","333.471,3"
"Current prices, million euro","Norway","2017","Gross domestic product at market prices","353.316,4"
"Current prices, million euro","Norway","2018","Gross domestic product at market prices","367.893,7"
"Current prices, million euro","Switzerland","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Switzerland","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Switzerland","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Switzerland","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Switzerland","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Switzerland","1980","Gross domestic product at market prices","85.669,8"
"Current prices, million euro","Switzerland","1981","Gross domestic product at market prices","97.885,8"
"Current prices, million euro","Switzerland","1982","Gross domestic product at market prices","114.186,1"
"Current prices, million euro","Switzerland","1983","Gross domestic product at market prices","125.119,1"
"Current prices, million euro","Switzerland","1984","Gross domestic product at market prices","135.176,5"
"Current prices, million euro","Switzerland","1985","Gross domestic product at market prices","142.691,2"
"Current prices, million euro","Switzerland","1986","Gross domestic product at market prices","157.816,1"
"Current prices, million euro","Switzerland","1987","Gross domestic product at market prices","167.945,4"
"Current prices, million euro","Switzerland","1988","Gross domestic product at market prices","177.216,8"
"Current prices, million euro","Switzerland","1989","Gross domestic product at market prices","183.645,7"
"Current prices, million euro","Switzerland","1990","Gross domestic product at market prices","203.442,3"
"Current prices, million euro","Switzerland","1991","Gross domestic product at market prices","211.248,1"
"Current prices, million euro","Switzerland","1992","Gross domestic product at market prices","210.268,1"
"Current prices, million euro","Switzerland","1993","Gross domestic product at market prices","225.758,9"
"Current prices, million euro","Switzerland","1994","Gross domestic product at market prices","246.871,5"
"Current prices, million euro","Switzerland","1995","Gross domestic product at market prices","262.111,0"
"Current prices, million euro","Switzerland","1996","Gross domestic product at market prices","260.216,2"
"Current prices, million euro","Switzerland","1997","Gross domestic product at market prices","252.934,9"
"Current prices, million euro","Switzerland","1998","Gross domestic product at market prices","263.721,3"
"Current prices, million euro","Switzerland","1999","Gross domestic product at market prices","272.140,8"
"Current prices, million euro","Switzerland","2000","Gross domestic product at market prices","294.914,3"
"Current prices, million euro","Switzerland","2001","Gross domestic product at market prices","311.299,6"
"Current prices, million euro","Switzerland","2002","Gross domestic product at market prices","320.237,2"
"Current prices, million euro","Switzerland","2003","Gross domestic product at market prices","312.431,0"
"Current prices, million euro","Switzerland","2004","Gross domestic product at market prices","317.491,3"
"Current prices, million euro","Switzerland","2005","Gross domestic product at market prices","328.683,1"
"Current prices, million euro","Switzerland","2006","Gross domestic product at market prices","343.498,6"
"Current prices, million euro","Switzerland","2007","Gross domestic product at market prices","350.695,8"
"Current prices, million euro","Switzerland","2008","Gross domestic product at market prices","378.248,1"
"Current prices, million euro","Switzerland","2009","Gross domestic product at market prices","390.207,3"
"Current prices, million euro","Switzerland","2010","Gross domestic product at market prices","441.086,0"
"Current prices, million euro","Switzerland","2011","Gross domestic product at market prices","504.020,8"
"Current prices, million euro","Switzerland","2012","Gross domestic product at market prices","519.716,3"
"Current prices, million euro","Switzerland","2013","Gross domestic product at market prices","518.379,5"
"Current prices, million euro","Switzerland","2014","Gross domestic product at market prices","534.923,4"
"Current prices, million euro","Switzerland","2015","Gross domestic product at market prices","612.658,5"
"Current prices, million euro","Switzerland","2016","Gross domestic product at market prices","606.773,1"
"Current prices, million euro","Switzerland","2017","Gross domestic product at market prices","602.268,6"
"Current prices, million euro","Switzerland","2018","Gross domestic product at market prices","597.008,7"
"Current prices, million euro","Montenegro","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1995","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1996","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1997","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1998","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","1999","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","2000","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","2001","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","2002","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","2003","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","2004","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","2005","Gross domestic product at market prices",":"
"Current prices, million euro","Montenegro","2006","Gross domestic product at market prices","2.169,6"
"Current prices, million euro","Montenegro","2007","Gross domestic product at market prices","2.689,1"
"Current prices, million euro","Montenegro","2008","Gross domestic product at market prices","3.103,3"
"Current prices, million euro","Montenegro","2009","Gross domestic product at market prices","2.993,9"
"Current prices, million euro","Montenegro","2010","Gross domestic product at market prices","3.125,1"
"Current prices, million euro","Montenegro","2011","Gross domestic product at market prices","3.264,8"
"Current prices, million euro","Montenegro","2012","Gross domestic product at market prices","3.181,5"
"Current prices, million euro","Montenegro","2013","Gross domestic product at market prices","3.362,5"
"Current prices, million euro","Montenegro","2014","Gross domestic product at market prices","3.457,9"
"Current prices, million euro","Montenegro","2015","Gross domestic product at market prices","3.654,5"
"Current prices, million euro","Montenegro","2016","Gross domestic product at market prices","3.954,2"
"Current prices, million euro","Montenegro","2017","Gross domestic product at market prices","4.299,1"
"Current prices, million euro","Montenegro","2018","Gross domestic product at market prices","4.663,1"
"Current prices, million euro","North Macedonia","1975","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1976","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1977","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1978","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1979","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1980","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1981","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1982","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1983","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1984","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1985","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1986","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1987","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1988","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1989","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1990","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1991","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1992","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1993","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1994","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1995","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1996","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1997","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1998","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","1999","Gross domestic product at market prices",":"
"Current prices, million euro","North Macedonia","2000","Gross domestic product at market prices","4.094,6"
"Current prices, million euro","North Macedonia","2001","Gross domestic product at market prices","4.143,5"
"Current prices, million euro","North Macedonia","2002","Gross domestic product at market prices","4.240,5"
"Current prices, million euro","North Macedonia","2003","Gross domestic product at market prices","4.385,9"
"Current prices, million euro","North Macedonia","2004","Gross domestic product at market prices","4.577,7"
"Current prices, million euro","North Macedonia","2005","Gross domestic product at market prices","5.032,0"
"Current prices, million euro","North Macedonia","2006","Gross domestic product at market prices","5.472,2"
"Current prices, million euro","North Macedonia","2007","Gross domestic product at market prices","6.094,5"
"Current prices, million euro","North Macedonia","2008","Gross domestic product at market prices","6.772,1"
"Current prices, million euro","North Macedonia","2009","Gross domestic product at market prices","6.766,5"
"Current prices, million euro","North Macedonia","2010","Gross domestic product at market prices","7.108,3"
"Current prices, million euro","North Macedonia","2011","Gross domestic product at market prices","7.544,2"
"Current prices, million euro","North Macedonia","2012","Gross domestic product at market prices","7.584,8"
"Current prices, million euro","North Macedonia","2013","Gross domestic product at market prices","8.149,6"
"Current prices, million euro","North Macedonia","2014","Gross domestic product at market prices","8.562,0"
"Current prices, million euro","North Macedonia","2015","Gross domestic product at market prices","9.072,3"
"Current prices, million euro","North Macedonia","2016","Gross domestic product at market prices","9.656,5"
"Current prices, million euro","North Macedonia","2017","Gross domestic product at market prices","10.013,9"
"Current prices, million euro","North Macedonia","2018","Gross domestic product at market prices","10.734,7"
"Current prices, million euro","Albania","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1995","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1996","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1997","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1998","Gross domestic product at market prices",":"
"Current prices, million euro","Albania","1999","Gross domestic product at market prices","3.018,5"
"Current prices, million euro","Albania","2000","Gross domestic product at market prices","3.780,4"
"Current prices, million euro","Albania","2001","Gross domestic product at market prices","4.385,8"
"Current prices, million euro","Albania","2002","Gross domestic product at market prices","4.612,4"
"Current prices, million euro","Albania","2003","Gross domestic product at market prices","4.928,6"
"Current prices, million euro","Albania","2004","Gross domestic product at market prices","5.777,8"
"Current prices, million euro","Albania","2005","Gross domestic product at market prices","6.475,3"
"Current prices, million euro","Albania","2006","Gross domestic product at market prices","7.090,8"
"Current prices, million euro","Albania","2007","Gross domestic product at market prices","7.809,8"
"Current prices, million euro","Albania","2008","Gross domestic product at market prices","8.800,3"
"Current prices, million euro","Albania","2009","Gross domestic product at market prices","8.662,2"
"Current prices, million euro","Albania","2010","Gross domestic product at market prices","8.996,6"
"Current prices, million euro","Albania","2011","Gross domestic product at market prices","9.268,3"
"Current prices, million euro","Albania","2012","Gross domestic product at market prices","9.585,8"
"Current prices, million euro","Albania","2013","Gross domestic product at market prices","9.625,4"
"Current prices, million euro","Albania","2014","Gross domestic product at market prices","9.968,6"
"Current prices, million euro","Albania","2015","Gross domestic product at market prices","10.264,1"
"Current prices, million euro","Albania","2016","Gross domestic product at market prices","10.719,9"
"Current prices, million euro","Albania","2017","Gross domestic product at market prices","11.563,8"
"Current prices, million euro","Albania","2018","Gross domestic product at market prices","12.745,5"
"Current prices, million euro","Serbia","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1995","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1996","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1997","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1998","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","1999","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","2000","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","2001","Gross domestic product at market prices",":"
"Current prices, million euro","Serbia","2002","Gross domestic product at market prices","18.165,8"
"Current prices, million euro","Serbia","2003","Gross domestic product at market prices","19.882,0"
"Current prices, million euro","Serbia","2004","Gross domestic product at market prices","20.995,0"
"Current prices, million euro","Serbia","2005","Gross domestic product at market prices","22.253,8"
"Current prices, million euro","Serbia","2006","Gross domestic product at market prices","25.930,7"
"Current prices, million euro","Serbia","2007","Gross domestic product at market prices","31.557,9"
"Current prices, million euro","Serbia","2008","Gross domestic product at market prices","35.712,5"
"Current prices, million euro","Serbia","2009","Gross domestic product at market prices","32.486,2"
"Current prices, million euro","Serbia","2010","Gross domestic product at market prices","31.545,8"
"Current prices, million euro","Serbia","2011","Gross domestic product at market prices","35.431,7"
"Current prices, million euro","Serbia","2012","Gross domestic product at market prices","33.679,3"
"Current prices, million euro","Serbia","2013","Gross domestic product at market prices","36.426,7"
"Current prices, million euro","Serbia","2014","Gross domestic product at market prices","35.467,5"
"Current prices, million euro","Serbia","2015","Gross domestic product at market prices","35.715,5"
"Current prices, million euro","Serbia","2016","Gross domestic product at market prices","36.723,0"
"Current prices, million euro","Serbia","2017","Gross domestic product at market prices","39.183,3"
"Current prices, million euro","Serbia","2018","Gross domestic product at market prices","42.855,5"
"Current prices, million euro","Turkey","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1995","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1996","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1997","Gross domestic product at market prices",":"
"Current prices, million euro","Turkey","1998","Gross domestic product at market prices","244.783,4"
"Current prices, million euro","Turkey","1999","Gross domestic product at market prices","239.634,0"
"Current prices, million euro","Turkey","2000","Gross domestic product at market prices","296.915,0"
"Current prices, million euro","Turkey","2001","Gross domestic product at market prices","222.631,3"
"Current prices, million euro","Turkey","2002","Gross domestic product at market prices","249.606,8"
"Current prices, million euro","Turkey","2003","Gross domestic product at market prices","276.131,4"
"Current prices, million euro","Turkey","2004","Gross domestic product at market prices","324.699,5"
"Current prices, million euro","Turkey","2005","Gross domestic product at market prices","401.707,1"
"Current prices, million euro","Turkey","2006","Gross domestic product at market prices","436.278,4"
"Current prices, million euro","Turkey","2007","Gross domestic product at market prices","492.841,2"
"Current prices, million euro","Turkey","2008","Gross domestic product at market prices","521.812,2"
"Current prices, million euro","Turkey","2009","Gross domestic product at market prices","461.925,9"
"Current prices, million euro","Turkey","2010","Gross domestic product at market prices","581.023,8"
"Current prices, million euro","Turkey","2011","Gross domestic product at market prices","596.491,2"
"Current prices, million euro","Turkey","2012","Gross domestic product at market prices","678.483,7"
"Current prices, million euro","Turkey","2013","Gross domestic product at market prices","714.313,4"
"Current prices, million euro","Turkey","2014","Gross domestic product at market prices","703.411,6"
"Current prices, million euro","Turkey","2015","Gross domestic product at market prices","772.978,8"
"Current prices, million euro","Turkey","2016","Gross domestic product at market prices","780.224,9"
"Current prices, million euro","Turkey","2017","Gross domestic product at market prices","754.902,2"
"Current prices, million euro","Turkey","2018","Gross domestic product at market prices","652.519,9"
"Current prices, million euro","Bosnia and Herzegovina","1975","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1976","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1977","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1978","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1979","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1980","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1981","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1982","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1983","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1984","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1985","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1986","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1987","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1988","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1989","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1990","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1991","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1992","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1993","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1994","Gross domestic product at market prices",":"
"Current prices, million euro","Bosnia and Herzegovina","1995","Gross domestic product at market prices",":"
