"NA_ITEM","GEO","TIME","UNIT","SECTOR","Value"
"Government consolidated gross debt","Malta","2013","Million euro","General government","5.226,6"
"Government consolidated gross debt","Malta","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2014","Million euro","General government","5.390,0"
"Government consolidated gross debt","Malta","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2015","Million euro","General government","5.586,2"
"Government consolidated gross debt","Malta","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2016","Million euro","General government","5.739,9"
"Government consolidated gross debt","Malta","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2017","Million euro","General government","5.682,6"
"Government consolidated gross debt","Malta","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Malta","2018","Million euro","General government","5.664,7"
"Government consolidated gross debt","Netherlands","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","1995","Million euro","General government","251.834,4"
"Government consolidated gross debt","Netherlands","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","1996","Million euro","General government","248.087,8"
"Government consolidated gross debt","Netherlands","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","1997","Million euro","General government","240.206,6"
"Government consolidated gross debt","Netherlands","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","1998","Million euro","General government","247.173,0"
"Government consolidated gross debt","Netherlands","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","1999","Million euro","General government","245.746,0"
"Government consolidated gross debt","Netherlands","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2000","Million euro","General government","235.427,0"
"Government consolidated gross debt","Netherlands","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2001","Million euro","General government","238.329,0"
"Government consolidated gross debt","Netherlands","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2002","Million euro","General government","244.564,0"
"Government consolidated gross debt","Netherlands","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2003","Million euro","General government","256.381,0"
"Government consolidated gross debt","Netherlands","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2004","Million euro","General government","266.230,0"
"Government consolidated gross debt","Netherlands","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2005","Million euro","General government","274.420,0"
"Government consolidated gross debt","Netherlands","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2006","Million euro","General government","264.268,0"
"Government consolidated gross debt","Netherlands","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2007","Million euro","General government","266.215,0"
"Government consolidated gross debt","Netherlands","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2008","Million euro","General government","354.022,0"
"Government consolidated gross debt","Netherlands","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2009","Million euro","General government","354.795,0"
"Government consolidated gross debt","Netherlands","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2010","Million euro","General government","378.789,0"
"Government consolidated gross debt","Netherlands","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2011","Million euro","General government","401.269,0"
"Government consolidated gross debt","Netherlands","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2012","Million euro","General government","432.428,0"
"Government consolidated gross debt","Netherlands","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2013","Million euro","General government","446.944,0"
"Government consolidated gross debt","Netherlands","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2014","Million euro","General government","455.706,0"
"Government consolidated gross debt","Netherlands","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2015","Million euro","General government","446.058,0"
"Government consolidated gross debt","Netherlands","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2016","Million euro","General government","438.418,0"
"Government consolidated gross debt","Netherlands","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2017","Million euro","General government","419.778,0"
"Government consolidated gross debt","Netherlands","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Netherlands","2018","Million euro","General government","405.428,0"
"Government consolidated gross debt","Austria","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","1995","Million euro","General government","125.255,9"
"Government consolidated gross debt","Austria","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","1996","Million euro","General government","125.182,0"
"Government consolidated gross debt","Austria","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","1997","Million euro","General government","118.605,7"
"Government consolidated gross debt","Austria","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","1998","Million euro","General government","125.384,9"
"Government consolidated gross debt","Austria","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","1999","Million euro","General government","135.949,0"
"Government consolidated gross debt","Austria","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2000","Million euro","General government","141.245,5"
"Government consolidated gross debt","Austria","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2001","Million euro","General government","147.154,2"
"Government consolidated gross debt","Austria","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2002","Million euro","General government","151.295,9"
"Government consolidated gross debt","Austria","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2003","Million euro","General government","152.688,1"
"Government consolidated gross debt","Austria","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2004","Million euro","General government","157.985,4"
"Government consolidated gross debt","Austria","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2005","Million euro","General government","174.403,5"
"Government consolidated gross debt","Austria","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2006","Million euro","General government","180.270,0"
"Government consolidated gross debt","Austria","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2007","Million euro","General government","184.674,5"
"Government consolidated gross debt","Austria","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2008","Million euro","General government","201.809,9"
"Government consolidated gross debt","Austria","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2009","Million euro","General government","230.014,6"
"Government consolidated gross debt","Austria","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2010","Million euro","General government","244.696,8"
"Government consolidated gross debt","Austria","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2011","Million euro","General government","255.683,8"
"Government consolidated gross debt","Austria","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2012","Million euro","General government","261.040,8"
"Government consolidated gross debt","Austria","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2013","Million euro","General government","263.229,5"
"Government consolidated gross debt","Austria","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2014","Million euro","General government","280.001,0"
"Government consolidated gross debt","Austria","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2015","Million euro","General government","291.687,7"
"Government consolidated gross debt","Austria","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2016","Million euro","General government","295.611,9"
"Government consolidated gross debt","Austria","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2017","Million euro","General government","289.253,2"
"Government consolidated gross debt","Austria","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Austria","2018","Million euro","General government","284.758,3"
"Government consolidated gross debt","Poland","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","1995","Million euro","General government","50.553,7"
"Government consolidated gross debt","Poland","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","1996","Million euro","General government","50.752,2"
"Government consolidated gross debt","Poland","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","1997","Million euro","General government","56.877,7"
"Government consolidated gross debt","Poland","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","1998","Million euro","General government","56.959,0"
"Government consolidated gross debt","Poland","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","1999","Million euro","General government","63.105,5"
"Government consolidated gross debt","Poland","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2000","Million euro","General government","70.735,4"
"Government consolidated gross debt","Poland","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2001","Million euro","General government","83.306,4"
"Government consolidated gross debt","Poland","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2002","Million euro","General government","84.224,1"
"Government consolidated gross debt","Poland","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2003","Million euro","General government","83.817,2"
"Government consolidated gross debt","Poland","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2004","Million euro","General government","102.896,8"
"Government consolidated gross debt","Poland","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2005","Million euro","General government","119.167,1"
"Government consolidated gross debt","Poland","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2006","Million euro","General government","131.104,4"
"Government consolidated gross debt","Poland","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2007","Million euro","General government","145.930,2"
"Government consolidated gross debt","Poland","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2008","Million euro","General government","143.344,2"
"Government consolidated gross debt","Poland","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2009","Million euro","General government","165.264,5"
"Government consolidated gross debt","Poland","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2010","Million euro","General government","193.168,3"
"Government consolidated gross debt","Poland","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2011","Million euro","General government","190.154,3"
"Government consolidated gross debt","Poland","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2012","Million euro","General government","214.840,5"
"Government consolidated gross debt","Poland","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2013","Million euro","General government","222.120,4"
"Government consolidated gross debt","Poland","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2014","Million euro","General government","202.973,2"
"Government consolidated gross debt","Poland","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2015","Million euro","General government","216.529,2"
"Government consolidated gross debt","Poland","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2016","Million euro","General government","228.840,9"
"Government consolidated gross debt","Poland","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2017","Million euro","General government","240.776,2"
"Government consolidated gross debt","Poland","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Poland","2018","Million euro","General government","240.470,1"
"Government consolidated gross debt","Portugal","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","1995","Million euro","General government","52.963,7"
"Government consolidated gross debt","Portugal","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","1996","Million euro","General government","57.442,6"
"Government consolidated gross debt","Portugal","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","1997","Million euro","General government","56.022,3"
"Government consolidated gross debt","Portugal","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","1998","Million euro","General government","57.727,9"
"Government consolidated gross debt","Portugal","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","1999","Million euro","General government","61.074,6"
"Government consolidated gross debt","Portugal","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2000","Million euro","General government","64.640,5"
"Government consolidated gross debt","Portugal","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2001","Million euro","General government","72.554,2"
"Government consolidated gross debt","Portugal","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2002","Million euro","General government","80.133,6"
"Government consolidated gross debt","Portugal","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2003","Million euro","General government","85.726,1"
"Government consolidated gross debt","Portugal","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2004","Million euro","General government","94.454,1"
"Government consolidated gross debt","Portugal","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2005","Million euro","General government","106.919,5"
"Government consolidated gross debt","Portugal","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2006","Million euro","General government","115.002,2"
"Government consolidated gross debt","Portugal","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2007","Million euro","General government","120.088,5"
"Government consolidated gross debt","Portugal","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2008","Million euro","General government","128.191,4"
"Government consolidated gross debt","Portugal","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2009","Million euro","General government","146.691,3"
"Government consolidated gross debt","Portugal","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2010","Million euro","General government","173.062,5"
"Government consolidated gross debt","Portugal","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2011","Million euro","General government","196.231,4"
"Government consolidated gross debt","Portugal","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2012","Million euro","General government","212.556,0"
"Government consolidated gross debt","Portugal","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2013","Million euro","General government","219.714,8"
"Government consolidated gross debt","Portugal","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2014","Million euro","General government","226.040,5"
"Government consolidated gross debt","Portugal","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2015","Million euro","General government","231.512,6"
"Government consolidated gross debt","Portugal","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2016","Million euro","General government","240.962,6"
"Government consolidated gross debt","Portugal","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2017","Million euro","General government","242.804,8"
"Government consolidated gross debt","Portugal","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Portugal","2018","Million euro","General government","244.905,7"
"Government consolidated gross debt","Romania","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","1995","Million euro","General government","1.487,0"
"Government consolidated gross debt","Romania","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","1996","Million euro","General government","2.334,4"
"Government consolidated gross debt","Romania","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","1997","Million euro","General government","4.334,8"
"Government consolidated gross debt","Romania","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","1998","Million euro","General government","4.852,1"
"Government consolidated gross debt","Romania","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","1999","Million euro","General government","6.527,4"
"Government consolidated gross debt","Romania","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2000","Million euro","General government","7.532,8"
"Government consolidated gross debt","Romania","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2001","Million euro","General government","10.917,2"
"Government consolidated gross debt","Romania","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2002","Million euro","General government","10.757,1"
"Government consolidated gross debt","Romania","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2003","Million euro","General government","10.309,5"
"Government consolidated gross debt","Romania","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2004","Million euro","General government","11.768,7"
"Government consolidated gross debt","Romania","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2005","Million euro","General government","12.397,6"
"Government consolidated gross debt","Romania","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2006","Million euro","General government","12.585,6"
"Government consolidated gross debt","Romania","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2007","Million euro","General government","14.123,8"
"Government consolidated gross debt","Romania","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2008","Million euro","General government","16.610,2"
"Government consolidated gross debt","Romania","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2009","Million euro","General government","27.435,6"
"Government consolidated gross debt","Romania","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2010","Million euro","General government","36.933,5"
"Government consolidated gross debt","Romania","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2011","Million euro","General government","44.187,4"
"Government consolidated gross debt","Romania","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2012","Million euro","General government","49.445,7"
"Government consolidated gross debt","Romania","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2013","Million euro","General government","53.429,3"
"Government consolidated gross debt","Romania","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2014","Million euro","General government","58.489,2"
"Government consolidated gross debt","Romania","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2015","Million euro","General government","59.494,1"
"Government consolidated gross debt","Romania","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2016","Million euro","General government","62.911,0"
"Government consolidated gross debt","Romania","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2017","Million euro","General government","64.647,1"
"Government consolidated gross debt","Romania","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Romania","2018","Million euro","General government","70.772,4"
"Government consolidated gross debt","Slovenia","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","1995","Million euro","General government","2.788,0"
"Government consolidated gross debt","Slovenia","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","1996","Million euro","General government","3.540,4"
"Government consolidated gross debt","Slovenia","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","1997","Million euro","General government","3.915,3"
"Government consolidated gross debt","Slovenia","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","1998","Million euro","General government","4.428,9"
"Government consolidated gross debt","Slovenia","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","1999","Million euro","General government","4.921,0"
"Government consolidated gross debt","Slovenia","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2000","Million euro","General government","5.483,6"
"Government consolidated gross debt","Slovenia","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2001","Million euro","General government","6.035,5"
"Government consolidated gross debt","Slovenia","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2002","Million euro","General government","6.707,8"
"Government consolidated gross debt","Slovenia","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2003","Million euro","General government","6.941,5"
"Government consolidated gross debt","Slovenia","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2004","Million euro","General government","7.425,4"
"Government consolidated gross debt","Slovenia","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2005","Million euro","General government","7.687,3"
"Government consolidated gross debt","Slovenia","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2006","Million euro","General government","8.204,4"
"Government consolidated gross debt","Slovenia","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2007","Million euro","General government","8.025,1"
"Government consolidated gross debt","Slovenia","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2008","Million euro","General government","8.274,5"
"Government consolidated gross debt","Slovenia","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2009","Million euro","General government","12.527,1"
"Government consolidated gross debt","Slovenia","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2010","Million euro","General government","13.907,4"
"Government consolidated gross debt","Slovenia","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2011","Million euro","General government","17.203,6"
"Government consolidated gross debt","Slovenia","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2012","Million euro","General government","19.404,0"
"Government consolidated gross debt","Slovenia","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2013","Million euro","General government","25.504,9"
"Government consolidated gross debt","Slovenia","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2014","Million euro","General government","30.219,9"
"Government consolidated gross debt","Slovenia","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2015","Million euro","General government","32.087,4"
"Government consolidated gross debt","Slovenia","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2016","Million euro","General government","31.753,4"
"Government consolidated gross debt","Slovenia","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2017","Million euro","General government","31.859,1"
"Government consolidated gross debt","Slovenia","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Slovenia","2018","Million euro","General government","32.231,8"
"Government consolidated gross debt","Slovakia","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","1995","Million euro","General government","3.297,3"
"Government consolidated gross debt","Slovakia","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","1996","Million euro","General government","5.048,6"
"Government consolidated gross debt","Slovakia","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","1997","Million euro","General government","6.311,8"
"Government consolidated gross debt","Slovakia","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","1998","Million euro","General government","6.295,0"
"Government consolidated gross debt","Slovakia","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","1999","Million euro","General government","9.549,0"
"Government consolidated gross debt","Slovakia","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2000","Million euro","General government","10.753,4"
"Government consolidated gross debt","Slovakia","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2001","Million euro","General government","11.665,7"
"Government consolidated gross debt","Slovakia","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2002","Million euro","General government","11.604,2"
"Government consolidated gross debt","Slovakia","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2003","Million euro","General government","12.600,3"
"Government consolidated gross debt","Slovakia","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2004","Million euro","General government","14.567,6"
"Government consolidated gross debt","Slovakia","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2005","Million euro","General government","13.680,1"
"Government consolidated gross debt","Slovakia","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2006","Million euro","General government","15.249,4"
"Government consolidated gross debt","Slovakia","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2007","Million euro","General government","17.026,0"
"Government consolidated gross debt","Slovakia","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2008","Million euro","General government","19.493,7"
"Government consolidated gross debt","Slovakia","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2009","Million euro","General government","23.236,8"
"Government consolidated gross debt","Slovakia","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2010","Million euro","General government","27.842,3"
"Government consolidated gross debt","Slovakia","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2011","Million euro","General government","30.846,9"
"Government consolidated gross debt","Slovakia","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2012","Million euro","General government","37.925,7"
"Government consolidated gross debt","Slovakia","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2013","Million euro","General government","40.600,0"
"Government consolidated gross debt","Slovakia","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2014","Million euro","General government","40.725,0"
"Government consolidated gross debt","Slovakia","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2015","Million euro","General government","41.295,0"
"Government consolidated gross debt","Slovakia","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2016","Million euro","General government","42.053,2"
"Government consolidated gross debt","Slovakia","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2017","Million euro","General government","43.231,1"
"Government consolidated gross debt","Slovakia","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Slovakia","2018","Million euro","General government","44.144,5"
"Government consolidated gross debt","Finland","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","1995","Million euro","General government","56.526,5"
"Government consolidated gross debt","Finland","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","1996","Million euro","General government","57.713,0"
"Government consolidated gross debt","Finland","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","1997","Million euro","General government","57.456,7"
"Government consolidated gross debt","Finland","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","1998","Million euro","General government","56.414,1"
"Government consolidated gross debt","Finland","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","1999","Million euro","General government","55.912,4"
"Government consolidated gross debt","Finland","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2000","Million euro","General government","57.926,2"
"Government consolidated gross debt","Finland","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2001","Million euro","General government","59.186,6"
"Government consolidated gross debt","Finland","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2002","Million euro","General government","59.661,0"
"Government consolidated gross debt","Finland","2003","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2003","Million euro","General government","64.870,0"
"Government consolidated gross debt","Finland","2004","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2004","Million euro","General government","67.697,0"
"Government consolidated gross debt","Finland","2005","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2005","Million euro","General government","65.759,0"
"Government consolidated gross debt","Finland","2006","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2006","Million euro","General government","65.894,0"
"Government consolidated gross debt","Finland","2007","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2007","Million euro","General government","63.425,0"
"Government consolidated gross debt","Finland","2008","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2008","Million euro","General government","63.254,0"
"Government consolidated gross debt","Finland","2009","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2009","Million euro","General government","75.482,0"
"Government consolidated gross debt","Finland","2010","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2010","Million euro","General government","88.160,0"
"Government consolidated gross debt","Finland","2011","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2011","Million euro","General government","95.490,0"
"Government consolidated gross debt","Finland","2012","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2012","Million euro","General government","107.708,0"
"Government consolidated gross debt","Finland","2013","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2013","Million euro","General government","114.801,0"
"Government consolidated gross debt","Finland","2014","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2014","Million euro","General government","123.696,0"
"Government consolidated gross debt","Finland","2015","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2015","Million euro","General government","133.206,0"
"Government consolidated gross debt","Finland","2016","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2016","Million euro","General government","136.150,0"
"Government consolidated gross debt","Finland","2017","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2017","Million euro","General government","137.278,0"
"Government consolidated gross debt","Finland","2018","Million euro","Total economy",":"
"Government consolidated gross debt","Finland","2018","Million euro","General government","137.545,0"
"Government consolidated gross debt","Sweden","1995","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","1995","Million euro","General government","150.612,6"
"Government consolidated gross debt","Sweden","1996","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","1996","Million euro","General government","156.583,6"
"Government consolidated gross debt","Sweden","1997","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","1997","Million euro","General government","156.230,1"
"Government consolidated gross debt","Sweden","1998","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","1998","Million euro","General government","149.367,2"
"Government consolidated gross debt","Sweden","1999","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","1999","Million euro","General government","160.120,5"
"Government consolidated gross debt","Sweden","2000","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2000","Million euro","General government","136.966,8"
"Government consolidated gross debt","Sweden","2001","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2001","Million euro","General government","139.337,7"
"Government consolidated gross debt","Sweden","2002","Million euro","Total economy",":"
"Government consolidated gross debt","Sweden","2002","Million euro","General government","141.280,9"
"Government consolidated gross debt","Sweden","2003","Million euro","Total economy",":"
